filepath,condition,mos,dataset,split
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06028_chp_0025_reader_05355_6_seg_live_phone_333.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06028_chp_0025_reader_05355_6_seg_live_skype_333.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06029_chp_0019_reader_00876_23_seg_live_phone_334.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06029_chp_0019_reader_00876_23_seg_live_skype_334.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06035_chp_0012_reader_11287_5_seg_live_phone_335.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06035_chp_0012_reader_11287_5_seg_live_skype_335.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06037_chp_0054_reader_11332_27_seg_live_phone_336.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06037_chp_0054_reader_11332_27_seg_live_skype_336.wav,Skype,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06046_chp_0034_reader_05734_3_seg_live_phone_338.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06046_chp_0034_reader_05734_3_seg_live_skype_338.wav,Skype,1.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06046_chp_0080_reader_04594_4_seg_live_phone_339.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06046_chp_0080_reader_04594_4_seg_live_skype_339.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06086_chp_0003_reader_05503_4_seg_live_phone_341.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06086_chp_0003_reader_05503_4_seg_live_skype_341.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06093_chp_0011_reader_06540_22_seg_live_phone_342.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06093_chp_0011_reader_06540_22_seg_live_skype_342.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06144_chp_0002_reader_06775_0_seg_live_phone_343.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06144_chp_0002_reader_06775_0_seg_live_skype_343.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06150_chp_0002_reader_02302_1_seg_live_phone_344.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06150_chp_0002_reader_02302_1_seg_live_skype_344.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06150_chp_0008_reader_10204_7_seg_live_phone_345.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06150_chp_0008_reader_10204_7_seg_live_skype_345.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06166_chp_0045_reader_04362_13_seg_live_phone_346.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06166_chp_0045_reader_04362_13_seg_live_skype_346.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06195_chp_0021_reader_09197_1_seg_live_phone_348.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06195_chp_0021_reader_09197_1_seg_live_skype_348.wav,Skype,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06205_chp_0016_reader_02410_11_seg_live_phone_349.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06205_chp_0016_reader_02410_11_seg_live_skype_349.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06224_chp_0004_reader_02586_10_seg_live_phone_350.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06224_chp_0004_reader_02586_10_seg_live_skype_350.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06226_chp_0006_reader_10229_27_seg_live_phone_351.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06226_chp_0006_reader_10229_27_seg_live_skype_351.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06306_chp_0029_reader_06922_9_seg_live_phone_354.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06306_chp_0029_reader_06922_9_seg_live_skype_354.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06326_chp_0015_reader_09679_21_seg_live_phone_355.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06326_chp_0015_reader_09679_21_seg_live_skype_355.wav,Skype,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06339_chp_0010_reader_08990_43_seg_live_phone_356.wav,VoIP-landline to mobile,1.88888888888889,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06339_chp_0010_reader_08990_43_seg_live_skype_356.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06342_chp_0001_reader_10179_29_seg_live_phone_357.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06342_chp_0001_reader_10179_29_seg_live_skype_357.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06403_chp_0005_reader_08804_54_seg_live_phone_358.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06403_chp_0005_reader_08804_54_seg_live_skype_358.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06409_chp_0001_reader_11935_32_seg_live_phone_359.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06409_chp_0001_reader_11935_32_seg_live_skype_359.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06464_chp_0005_reader_00529_15_seg_live_phone_360.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06464_chp_0005_reader_00529_15_seg_live_skype_360.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06468_chp_0005_reader_00572_3_seg_live_phone_361.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06468_chp_0005_reader_00572_3_seg_live_skype_361.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06562_chp_0011_reader_10509_12_seg_live_phone_363.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06562_chp_0011_reader_10509_12_seg_live_skype_363.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06592_chp_0007_reader_08044_8_seg_live_phone_364.wav,VoIP-landline to mobile,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06592_chp_0007_reader_08044_8_seg_live_skype_364.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06648_chp_0017_reader_06609_11_seg_live_phone_365.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06648_chp_0017_reader_06609_11_seg_live_skype_365.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06664_chp_0042_reader_08929_19_seg_live_phone_367.wav,VoIP-landline to mobile,2.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06664_chp_0042_reader_08929_19_seg_live_skype_367.wav,Skype,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06664_chp_0061_reader_10618_18_seg_live_phone_368.wav,VoIP-landline to mobile,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06664_chp_0061_reader_10618_18_seg_live_skype_368.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06671_chp_0006_reader_10994_17_seg_live_phone_369.wav,VoIP-landline to mobile,3.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06671_chp_0006_reader_10994_17_seg_live_skype_369.wav,Skype,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06674_chp_0021_reader_10686_6_seg_live_phone_370.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06674_chp_0021_reader_10686_6_seg_live_skype_370.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06674_chp_0042_reader_00999_30_seg_live_phone_371.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06674_chp_0042_reader_00999_30_seg_live_skype_371.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0006_reader_01754_25_seg_live_phone_372.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0006_reader_01754_25_seg_live_skype_372.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0007_reader_09006_20_seg_live_phone_373.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0007_reader_09006_20_seg_live_skype_373.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0012_reader_01346_7_seg_live_phone_374.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0012_reader_01346_7_seg_live_skype_374.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0013_reader_02737_1_seg_live_phone_375.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0013_reader_02737_1_seg_live_skype_375.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0021_reader_01106_8_seg_live_phone_376.wav,VoIP-landline to mobile,1.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06687_chp_0021_reader_01106_8_seg_live_skype_376.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06775_chp_0013_reader_09172_34_seg_live_phone_377.wav,VoIP-landline to mobile,1.11111111111111,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06775_chp_0013_reader_09172_34_seg_live_skype_377.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06835_chp_0001_reader_11076_6_seg_live_phone_378.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06835_chp_0001_reader_11076_6_seg_live_skype_378.wav,Skype,1.875,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06846_chp_0001_reader_06184_20_seg_live_phone_379.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06846_chp_0001_reader_06184_20_seg_live_skype_379.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06870_chp_0001_reader_01462_2_seg_live_phone_380.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06870_chp_0001_reader_01462_2_seg_live_skype_380.wav,Skype,2.625,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06870_chp_0020_reader_09259_0_seg_live_phone_381.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06870_chp_0020_reader_09259_0_seg_live_skype_381.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06883_chp_0016_reader_08188_3_seg_live_phone_383.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06883_chp_0016_reader_08188_3_seg_live_skype_383.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06909_chp_0021_reader_01618_82_seg_live_phone_385.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_06909_chp_0021_reader_01618_82_seg_live_skype_385.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07103_chp_0054_reader_00108_40_seg_live_phone_389.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07103_chp_0054_reader_00108_40_seg_live_skype_389.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07113_chp_0006_reader_07725_12_seg_live_phone_390.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07113_chp_0006_reader_07725_12_seg_live_skype_390.wav,Skype,1.88888888888889,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0017_reader_09960_21_seg_live_phone_392.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0017_reader_09960_21_seg_live_skype_392.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0024_reader_10526_27_seg_live_phone_393.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0024_reader_10526_27_seg_live_skype_393.wav,Skype,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0043_reader_00838_46_seg_live_phone_394.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07140_chp_0043_reader_00838_46_seg_live_skype_394.wav,Skype,1.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07187_chp_0015_reader_11929_12_seg_live_phone_395.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07187_chp_0015_reader_11929_12_seg_live_skype_395.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07215_chp_0002_reader_05349_54_seg_live_phone_396.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07215_chp_0002_reader_05349_54_seg_live_skype_396.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07263_chp_0057_reader_09377_0_seg_live_phone_397.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07263_chp_0057_reader_09377_0_seg_live_skype_397.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07277_chp_0054_reader_11272_5_seg_live_phone_398.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07277_chp_0054_reader_11272_5_seg_live_skype_398.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07344_chp_0014_reader_09723_18_seg_live_phone_399.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07344_chp_0014_reader_09723_18_seg_live_skype_399.wav,Skype,2.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07359_chp_0003_reader_05375_9_seg_live_phone_400.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07359_chp_0003_reader_05375_9_seg_live_skype_400.wav,Skype,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07390_chp_0008_reader_00671_19_seg_live_phone_401.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07390_chp_0008_reader_00671_19_seg_live_skype_401.wav,Skype,1.33333333333333,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07459_chp_0019_reader_08953_4_seg_live_phone_402.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07459_chp_0019_reader_08953_4_seg_live_skype_402.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07500_chp_0000_reader_11117_18_seg_live_phone_403.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07500_chp_0000_reader_11117_18_seg_live_skype_403.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07500_chp_0005_reader_10927_15_seg_live_phone_404.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07500_chp_0005_reader_10927_15_seg_live_skype_404.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07511_chp_0047_reader_02351_3_seg_live_phone_405.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07511_chp_0047_reader_02351_3_seg_live_skype_405.wav,Skype,2.375,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07526_chp_0005_reader_06219_2_seg_live_phone_406.wav,VoIP-landline to mobile,2.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07526_chp_0005_reader_06219_2_seg_live_skype_406.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07592_chp_0005_reader_03900_11_seg_live_phone_407.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07592_chp_0005_reader_03900_11_seg_live_skype_407.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07592_chp_0005_reader_03900_14_seg_live_phone_408.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07592_chp_0005_reader_03900_14_seg_live_skype_408.wav,Skype,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07650_chp_0008_reader_11170_81_seg_live_phone_409.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07650_chp_0008_reader_11170_81_seg_live_skype_409.wav,Skype,1.33333333333333,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07659_chp_0021_reader_07089_6_seg_live_phone_410.wav,VoIP-landline to mobile,2.0,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07659_chp_0021_reader_07089_6_seg_live_skype_410.wav,Skype,2.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07706_chp_0025_reader_01300_29_seg_live_phone_412.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07706_chp_0025_reader_01300_29_seg_live_skype_412.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07714_chp_0007_reader_11794_25_seg_live_phone_413.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07714_chp_0007_reader_11794_25_seg_live_skype_413.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07772_chp_0005_reader_09414_56_seg_live_phone_414.wav,VoIP-landline to mobile,1.75,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07772_chp_0005_reader_09414_56_seg_live_skype_414.wav,Skype,2.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07772_chp_0018_reader_11091_36_seg_live_phone_415.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07772_chp_0018_reader_11091_36_seg_live_skype_415.wav,Skype,3.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07816_chp_0007_reader_06891_18_seg_live_phone_417.wav,VoIP-landline to mobile,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07816_chp_0007_reader_06891_18_seg_live_skype_417.wav,Skype,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07834_chp_0006_reader_03259_9_seg_live_phone_418.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07834_chp_0006_reader_03259_9_seg_live_skype_418.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07842_chp_0011_reader_03061_1_seg_live_phone_419.wav,VoIP-landline to mobile,1.6,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07842_chp_0011_reader_03061_1_seg_live_skype_419.wav,Skype,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07842_chp_0012_reader_03060_6_seg_live_phone_420.wav,VoIP-landline to mobile,1.8,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07842_chp_0012_reader_03060_6_seg_live_skype_420.wav,Skype,2.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07848_chp_0019_reader_01505_49_seg_live_phone_421.wav,VoIP-landline to mobile,1.2,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07848_chp_0019_reader_01505_49_seg_live_skype_421.wav,Skype,1.5,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07848_chp_0029_reader_11912_31_seg_live_phone_422.wav,VoIP-landline to mobile,1.25,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07848_chp_0029_reader_11912_31_seg_live_skype_422.wav,Skype,1.4,nisqa_train_live,calibration
..\..\data\NISQA_Corpus\NISQA_TRAIN_LIVE\deg\book_07850_chp_0024_reader_00007_18_seg_live_phone_423.wav,VoIP-landline to mobile,1.0,nisqa_train_live,calibration
